canton,ville,abb_station,latitude,longitude,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
AG,Aarau,BUS,47.384381,8.07955,2025-01-01 00:00:00,0.6,-2.3,4.8,,,,7.4,24.1,1029.3,204
AG,Aarau,BUS,47.384381,8.07955,2025-01-02 00:00:00,3.1,-0.8,6.7,,,,13.2,59.3,1019,25
AG,Aarau,BUS,47.384381,8.07955,2025-01-03 00:00:00,0.4,-2.6,2,,,,3.1,20.4,1024.5,72
AG,Aarau,BUS,47.384381,8.07955,2025-01-04 00:00:00,-2.7,-4.6,-0.6,,,,2.8,14.8,1022.6,21
AG,Aarau,BUS,47.384381,8.07955,2025-01-05 00:00:00,4.2,-0.3,9.5,,,,7.1,24.1,1008.1,3
AG,Aarau,BUS,47.384381,8.07955,2025-01-06 00:00:00,4.4,0.5,7.2,,,,6.2,25.9,1002,1
AG,Aarau,BUS,47.384381,8.07955,2025-01-07 00:00:00,5.3,3.3,7,,,,11.1,40.8,1009.4,91
AG,Aarau,BUS,47.384381,8.07955,2025-01-08 00:00:00,7.2,3.6,10,,,,12,48.2,1006.8,0
AG,Aarau,BUS,47.384381,8.07955,2025-01-09 00:00:00,7.4,0.9,9.3,,,,12.7,50,1007.4,0
AG,Aarau,BUS,47.384381,8.07955,2025-01-10 00:00:00,1.3,0.4,2.7,,,,2.9,24.1,1022,39
AG,Aarau,BUS,47.384381,8.07955,2025-01-11 00:00:00,-0.6,-3,1.4,,,,3.3,16.7,1026.3,271
AG,Aarau,BUS,47.384381,8.07955,2025-01-12 00:00:00,-2,-4.8,0.7,,,,4.5,22.2,1037.1,180
AG,Aarau,BUS,47.384381,8.07955,2025-01-13 00:00:00,-2.2,-3.9,0.4,,,,9,33.3,1039.6,317
AG,Aarau,BUS,47.384381,8.07955,2025-01-14 00:00:00,-3.3,-5.2,-0.1,,,,3.2,13,1037.4,173
AG,Aarau,BUS,47.384381,8.07955,2025-01-15 00:00:00,-1.4,-5.2,2,,,,3.4,16.7,1034,28
AG,Aarau,BUS,47.384381,8.07955,2025-01-16 00:00:00,2,1,2.7,,,,7.6,27.8,1034.5,8
AG,Aarau,BUS,47.384381,8.07955,2025-01-17 00:00:00,0.8,-0.3,1.7,,,,4.4,14.8,1036.7,5
AG,Aarau,BUS,47.384381,8.07955,2025-01-18 00:00:00,-0.1,-1.1,1.1,,,,3.8,14.8,1031.6,36
AG,Aarau,BUS,47.384381,8.07955,2025-01-19 00:00:00,-0.8,-1.7,0.5,,,,2,9.3,1024.9,23
AG,Aarau,BUS,47.384381,8.07955,2025-01-20 00:00:00,-0.2,-2.7,2.3,,,,2.6,11.1,1022.1,33
AG,Aarau,BUS,47.384381,8.07955,2025-01-21 00:00:00,-0.9,-2.5,1.8,,,,2.9,14.8,1020.2,88
AG,Aarau,BUS,47.384381,8.07955,2025-01-22 00:00:00,0.2,-1,1.5,,,,2.6,9.3,1013.5,0
AG,Aarau,BUS,47.384381,8.07955,2025-01-23 00:00:00,3.3,0.5,6.5,,,,5.6,25.9,1012.7,41
AG,Aarau,BUS,47.384381,8.07955,2025-01-24 00:00:00,3,-0.5,7.1,,,,3.8,18.5,1016.4,42
AG,Aarau,BUS,47.384381,8.07955,2025-01-25 00:00:00,6.2,1.9,12.7,,,,3.2,16.7,1012,78
AG,Aarau,BUS,47.384381,8.07955,2025-01-26 00:00:00,6.4,4.9,9,,,,7.6,33.3,1012.2,277
AG,Aarau,BUS,47.384381,8.07955,2025-01-27 00:00:00,6.6,5.4,7.8,,,,5.7,20.4,1004.9,4
AG,Aarau,BUS,47.384381,8.07955,2025-01-28 00:00:00,6,4.6,7.9,,,,8.9,35.2,1002.6,29
AG,Aarau,BUS,47.384381,8.07955,2025-01-29 00:00:00,6.1,1.7,9.1,,,,12.3,46.3,1011.8,231
AG,Aarau,BUS,47.384381,8.07955,2025-01-30 00:00:00,3.2,-0.3,6.6,,,,2.7,13,1018.2,38
AG,Aarau,BUS,47.384381,8.07955,2025-01-31 00:00:00,4.3,2.8,5.5,,,,4.3,18.5,1027.9,0
AG,Aarau,BUS,47.384381,8.07955,2025-02-01 00:00:00,2.5,1.3,3.3,,,,7.2,22.2,1028.4,0
AG,Aarau,BUS,47.384381,8.07955,2025-02-02 00:00:00,1.7,0.9,3.1,,,,3.5,14.8,1025.3,12
AG,Aarau,BUS,47.384381,8.07955,2025-02-03 00:00:00,1.5,0.2,3.4,,,,3.3,11.1,1028.6,23
AG,Aarau,BUS,47.384381,8.07955,2025-02-04 00:00:00,0.5,-3,2.9,,,,3.5,11.1,1031.7,130
AG,Aarau,BUS,47.384381,8.07955,2025-02-05 00:00:00,-1.6,-4.1,2.3,,,,2.6,9.3,1039.1,165
AG,Aarau,BUS,47.384381,8.07955,2025-02-06 00:00:00,0.5,-1.4,1.8,,,,5.1,18.5,1036.1,7
AG,Aarau,BUS,47.384381,8.07955,2025-02-07 00:00:00,1.7,-0.9,4.5,,,,5.7,18.5,1025.8,36
AG,Aarau,BUS,47.384381,8.07955,2025-02-08 00:00:00,1.4,-3,7.6,,,,2.4,9.3,1023.5,178
AG,Aarau,BUS,47.384381,8.07955,2025-02-09 00:00:00,3.1,-0.2,7.7,,,,2,9.3,1027.7,154
AG,Aarau,BUS,47.384381,8.07955,2025-02-10 00:00:00,2.7,0,5.6,,,,2.1,11.1,1025.1,4
AG,Aarau,BUS,47.384381,8.07955,2025-02-11 00:00:00,5.3,3.8,7.1,,,,2.1,9.3,1022,2
AG,Aarau,BUS,47.384381,8.07955,2025-02-12 00:00:00,7.3,5.4,9.6,,,,3.7,16.7,1018.9,15
AG,Aarau,BUS,47.384381,8.07955,2025-02-13 00:00:00,5.7,1.8,7.5,,,,4.9,22.2,1018.4,7
AG,Aarau,BUS,47.384381,8.07955,2025-02-14 00:00:00,0.5,-1.2,1.7,,,,5,18.5,1023.9,9
AG,Aarau,BUS,47.384381,8.07955,2025-02-15 00:00:00,-0.9,-2.8,1.4,,,,5.7,18.5,1023,153
AG,Aarau,BUS,47.384381,8.07955,2025-02-16 00:00:00,-0.3,-2.5,2.6,,,,3.4,13,1018.4,71
AG,Aarau,BUS,47.384381,8.07955,2025-02-17 00:00:00,0.4,-1.3,3.2,,,,4.1,18.5,1021.4,87
AG,Aarau,BUS,47.384381,8.07955,2025-02-18 00:00:00,0.5,-1.6,3.5,,,,4.8,20.4,1023.5,131
AG,Aarau,BUS,47.384381,8.07955,2025-02-19 00:00:00,1,-2,5.1,,,,2.8,11.1,1025.3,85
AG,Aarau,BUS,47.384381,8.07955,2025-02-20 00:00:00,4,-1.2,11.3,,,,2.6,13,1028,122
AG,Aarau,BUS,47.384381,8.07955,2025-02-21 00:00:00,4.8,1.6,10,,,,2.4,9.3,1026,62
AG,Aarau,BUS,47.384381,8.07955,2025-02-22 00:00:00,6.6,2.8,11.8,,,,3,13,1022.8,64
AG,Aarau,BUS,47.384381,8.07955,2025-02-23 00:00:00,7.6,5.3,10.9,,,,1.8,9.3,1030.4,13
AG,Aarau,BUS,47.384381,8.07955,2025-02-24 00:00:00,7,4.2,10.6,,,,3.1,16.7,1026.9,26
AG,Aarau,BUS,47.384381,8.07955,2025-02-25 00:00:00,7.4,5.9,9.8,,,,5.1,35.2,1017.2,5
AG,Aarau,BUS,47.384381,8.07955,2025-02-26 00:00:00,5,2.3,6.6,,,,13,46.3,1021,3
AG,Aarau,BUS,47.384381,8.07955,2025-02-27 00:00:00,3.3,0,7.2,,,,4.3,18.5,1021.9,9
AG,Aarau,BUS,47.384381,8.07955,2025-02-28 00:00:00,3.1,-0.8,6.6,,,,3.2,18.5,1024.6,198
AG,Aarau,BUS,47.384381,8.07955,2025-03-01 00:00:00,3.2,1.5,5.4,,,,9.1,31.5,1027.1,14
AG,Aarau,BUS,47.384381,8.07955,2025-03-02 00:00:00,3.4,-0.4,7.7,,,,6.9,24.1,1030.7,133
AG,Aarau,BUS,47.384381,8.07955,2025-03-03 00:00:00,2.4,-2.5,9.4,,,,2.4,9.3,1029.6,432
AG,Aarau,BUS,47.384381,8.07955,2025-03-04 00:00:00,3.6,-2.4,13.1,,,,2.1,13,1027.4,432
AG,Aarau,BUS,47.384381,8.07955,2025-03-05 00:00:00,5.2,-1.7,15.6,,,,2.2,9.3,1026.7,493
AG,Aarau,BUS,47.384381,8.07955,2025-03-06 00:00:00,6.4,-0.8,16.4,,,,2.4,11.1,1023.7,476
AG,Aarau,BUS,47.384381,8.07955,2025-03-07 00:00:00,6.8,0.5,15.5,,,,2.3,11.1,1020,456
AG,Aarau,BUS,47.384381,8.07955,2025-03-08 00:00:00,6.6,-1,15.3,,,,2.5,14.8,1014.3,430
AG,Aarau,BUS,47.384381,8.07955,2025-03-09 00:00:00,8.2,1.3,17.9,,,,3.1,16.7,1005.2,281
AG,Aarau,BUS,47.384381,8.07955,2025-03-10 00:00:00,8.3,4.5,14,,,,4.9,24.1,1003.2,40
AG,Aarau,BUS,47.384381,8.07955,2025-03-11 00:00:00,7.3,2.7,14.5,,,,3.1,18.5,1003.5,116
AG,Aarau,BUS,47.384381,8.07955,2025-03-12 00:00:00,6.4,5.4,8,,,,3.6,14.8,999.3,0
AG,Aarau,BUS,47.384381,8.07955,2025-03-13 00:00:00,4.7,2.6,6.5,,,,5.4,29.6,998.4,6
AG,Aarau,BUS,47.384381,8.07955,2025-03-14 00:00:00,3.5,1.4,5.5,,,,5.1,20.4,1004.7,0
AG,Aarau,BUS,47.384381,8.07955,2025-03-15 00:00:00,4.4,3.2,5.8,,,,7.2,24.1,1009.7,0
AG,Aarau,BUS,47.384381,8.07955,2025-03-16 00:00:00,3.9,2.7,5.5,,,,5.4,16.7,1017.2,20
AG,Aarau,BUS,47.384381,8.07955,2025-03-17 00:00:00,4.3,1.3,8,,,,4.4,20.4,1021.9,186
AG,Aarau,BUS,47.384381,8.07955,2025-03-18 00:00:00,5.2,0.4,10.8,,,,6.4,22.2,1023.6,398
AG,Aarau,BUS,47.384381,8.07955,2025-03-19 00:00:00,5.5,-0.3,12,,,,4.1,16.7,1024.1,488
AG,Aarau,BUS,47.384381,8.07955,2025-03-20 00:00:00,6.3,0.8,12.2,,,,4,18.5,1022.7,477
AG,Aarau,BUS,47.384381,8.07955,2025-03-21 00:00:00,8.5,2.9,17.2,,,,5.2,20.4,1018.6,367
AG,Aarau,BUS,47.384381,8.07955,2025-03-22 00:00:00,12.4,7.7,19.6,,,,3.8,20.4,1005,216
AG,Aarau,BUS,47.384381,8.07955,2025-03-23 00:00:00,10,7.2,14.2,,,,4.4,18.5,1006,33
AG,Aarau,BUS,47.384381,8.07955,2025-03-24 00:00:00,9.5,6.9,12.9,,,,3.1,20.4,1013.7,105
AG,Aarau,BUS,47.384381,8.07955,2025-03-25 00:00:00,9.7,6.2,14,,,,2.6,16.7,1019.3,164
AG,Aarau,BUS,47.384381,8.07955,2025-03-26 00:00:00,9.4,7.3,12,,,,3.3,14.8,1020.4,10
AG,Aarau,BUS,47.384381,8.07955,2025-03-27 00:00:00,8.6,6.2,11.2,,,,8.5,31.5,1018.6,64
AG,Aarau,BUS,47.384381,8.07955,2025-03-28 00:00:00,8.3,4,13.3,,,,2.6,14.8,1013,97
AG,Aarau,BUS,47.384381,8.07955,2025-03-29 00:00:00,8.3,7.1,9.9,,,,3.4,16.7,1015.4,0
AG,Aarau,BUS,47.384381,8.07955,2025-03-30 00:00:00,9.5,4.3,14.3,,,,6.6,31.5,1021,229
AG,Aarau,BUS,47.384381,8.07955,2025-03-31 00:00:00,8.9,6.3,11.4,,,,5.8,20.4,1023.4,144
AG,Aarau,BUS,47.384381,8.07955,2025-04-01 00:00:00,6.7,2.5,10.4,,,,13.3,55.5,1020.5,252
AG,Aarau,BUS,47.384381,8.07955,2025-04-02 00:00:00,10,4.9,17.2,,,,9.4,37,1015.9,422
AG,Aarau,BUS,47.384381,8.07955,2025-04-03 00:00:00,11.6,5.2,19.4,,,,4.4,24.1,1020.4,483
AG,Aarau,BUS,47.384381,8.07955,2025-04-04 00:00:00,12.2,4.5,20.8,,,,3.7,18.5,1018,536
AG,Aarau,BUS,47.384381,8.07955,2025-04-05 00:00:00,12.6,4.7,21,,,,2.9,16.7,1013.9,508
AG,Aarau,BUS,47.384381,8.07955,2025-04-06 00:00:00,9.6,5.8,12.7,,,,10.3,38.9,1017.8,535
AG,Aarau,BUS,47.384381,8.07955,2025-04-07 00:00:00,7.1,0.9,14.2,,,,6.2,24.1,1022.3,549
AG,Aarau,BUS,47.384381,8.07955,2025-04-08 00:00:00,7.9,1.6,15.4,,,,4.4,22.2,1024.4,519
AG,Aarau,BUS,47.384381,8.07955,2025-04-09 00:00:00,9.1,2.3,16.5,,,,4.3,22.2,1022,462
AG,Aarau,BUS,47.384381,8.07955,2025-04-10 00:00:00,10.2,2.4,17.7,,,,3.2,18.5,1024.6,500
AG,Aarau,BUS,47.384381,8.07955,2025-04-11 00:00:00,11.3,2.5,20.8,,,,2.4,13,1021.4,591
AG,Aarau,BUS,47.384381,8.07955,2025-04-12 00:00:00,12.8,4.9,21.1,,,,3.3,18.5,1012.7,360
AG,Aarau,BUS,47.384381,8.07955,2025-04-13 00:00:00,13.5,11.2,16.7,,,,5.3,22.2,1010,11
AG,Aarau,BUS,47.384381,8.07955,2025-04-14 00:00:00,14.3,11,18.7,,,,3.9,18.5,1008.4,152
AG,Aarau,BUS,47.384381,8.07955,2025-04-15 00:00:00,13.7,10.3,17.7,,,,3.9,18.5,1001.6,100
AG,Aarau,BUS,47.384381,8.07955,2025-04-16 00:00:00,10.3,7.4,12.4,,,,6.2,25.9,1008.6,2
AG,Aarau,BUS,47.384381,8.07955,2025-04-17 00:00:00,7.4,6.1,8.8,,,,5.4,16.7,1011.7,0
AG,Aarau,BUS,47.384381,8.07955,2025-04-18 00:00:00,8.5,6.2,11.2,,,,5.5,22.2,1014.2,76
AG,Aarau,BUS,47.384381,8.07955,2025-04-19 00:00:00,9.9,3.9,15.7,,,,3.7,16.7,1010.3,333
AG,Aarau,BUS,47.384381,8.07955,2025-04-20 00:00:00,12.1,7.2,17.6,,,,4.1,20.4,1009.1,244
AG,Aarau,BUS,47.384381,8.07955,2025-04-21 00:00:00,12.6,8.5,16.8,,,,3.9,18.5,1011,186
AG,Aarau,BUS,47.384381,8.07955,2025-04-22 00:00:00,12.5,6.3,17.7,,,,3.6,16.7,1016.3,339
AG,Aarau,BUS,47.384381,8.07955,2025-04-23 00:00:00,10.5,7,15.1,,,,4.4,24.1,1016.9,186
AG,Aarau,BUS,47.384381,8.07955,2025-04-24 00:00:00,10.5,8.5,13.4,,,,6,22.2,1018,78
AG,Aarau,BUS,47.384381,8.07955,2025-04-25 00:00:00,10.1,8.3,12.9,,,,4.4,20.4,1018.5,36
AG,Aarau,BUS,47.384381,8.07955,2025-04-26 00:00:00,11.1,7.3,14.8,,,,6.4,24.1,1017.4,88
AG,Aarau,BUS,47.384381,8.07955,2025-04-27 00:00:00,12.5,6.7,18.1,,,,3.4,18.5,1020.8,286
AG,Aarau,BUS,47.384381,8.07955,2025-04-28 00:00:00,14.3,7.3,21.5,,,,3.9,18.5,1023.7,399
AG,Aarau,BUS,47.384381,8.07955,2025-04-29 00:00:00,16.1,8.8,23.7,,,,4,25.9,1022.8,524
AG,Aarau,BUS,47.384381,8.07955,2025-04-30 00:00:00,16.5,6.9,24.6,,,,3.2,20.4,1021.4,624
AG,Aarau,BUS,47.384381,8.07955,2025-05-01 00:00:00,17.2,7.6,25.8,,,,2.8,16.7,1019.8,631
AG,Aarau,BUS,47.384381,8.07955,2025-05-02 00:00:00,18.3,7.5,27.3,,,,3.5,22.2,1017.5,615
AG,Aarau,BUS,47.384381,8.07955,2025-05-03 00:00:00,17.7,15.1,21.6,,,,7.4,35.2,1014.1,116
AG,Aarau,BUS,47.384381,8.07955,2025-05-04 00:00:00,14.4,10,17.5,,,,6.4,24.1,1009.3,37
AG,Aarau,BUS,47.384381,8.07955,2025-05-05 00:00:00,8,7,9.7,,,,7.9,25.9,1010.3,1
AG,Aarau,BUS,47.384381,8.07955,2025-05-06 00:00:00,8.7,7,10.8,,,,8.7,27.8,1014.3,0
AG,Aarau,BUS,47.384381,8.07955,2025-05-07 00:00:00,9.4,4.6,12.3,,,,5.4,20.4,1014.6,13
AG,Aarau,BUS,47.384381,8.07955,2025-05-08 00:00:00,10.8,7.3,14.2,,,,5.9,25.9,1013.3,71
AG,Aarau,BUS,47.384381,8.07955,2025-05-09 00:00:00,10.5,5.6,14.7,,,,6.6,25.9,1016.2,55
AG,Aarau,BUS,47.384381,8.07955,2025-05-10 00:00:00,12.1,4.3,20.2,,,,3.5,16.7,1018,564
AG,Aarau,BUS,47.384381,8.07955,2025-05-11 00:00:00,14.4,6.7,22.5,,,,4.6,29.6,1013,581
AG,Aarau,BUS,47.384381,8.07955,2025-05-12 00:00:00,14,10.3,18.1,,,,4.9,27.8,1012.4,195
AG,Aarau,BUS,47.384381,8.07955,2025-05-13 00:00:00,14.2,9.7,18.6,,,,3.8,16.7,1015.5,145
AG,Aarau,BUS,47.384381,8.07955,2025-05-14 00:00:00,14.9,6.9,22.2,,,,3.4,18.5,1016.4,607
AG,Aarau,BUS,47.384381,8.07955,2025-05-15 00:00:00,14.6,5.4,21.1,,,,6.1,33.3,1014.4,463
AG,Aarau,BUS,47.384381,8.07955,2025-05-16 00:00:00,13.4,8.1,18.4,,,,6.6,27.8,1017.3,438
AG,Aarau,BUS,47.384381,8.07955,2025-05-17 00:00:00,14.1,7.4,20.1,,,,3.5,22.2,1016,354
AG,Aarau,BUS,47.384381,8.07955,2025-05-18 00:00:00,14.5,7.9,20.3,,,,4.1,24.1,1016.4,431
AG,Aarau,BUS,47.384381,8.07955,2025-05-19 00:00:00,15.3,6.2,23.3,,,,3.4,18.5,1016.2,488
AG,Aarau,BUS,47.384381,8.07955,2025-05-20 00:00:00,16.3,13,19.8,,,,4.1,20.4,1015,80
AG,Aarau,BUS,47.384381,8.07955,2025-05-21 00:00:00,14.4,12.4,17,,,,4.1,20.4,1014.9,0
AG,Aarau,BUS,47.384381,8.07955,2025-05-22 00:00:00,11.3,10,12.5,,,,4.1,14.8,1013.6,1
AG,Aarau,BUS,47.384381,8.07955,2025-05-23 00:00:00,11.2,7.3,14.6,,,,5.2,24.1,1017.5,197
AG,Aarau,BUS,47.384381,8.07955,2025-05-24 00:00:00,12.2,6.7,17,,,,4.8,24.1,1019.7,267
AG,Aarau,BUS,47.384381,8.07955,2025-05-25 00:00:00,14,10.7,17.8,,,,5.4,27.8,1018.2,18
AG,Aarau,BUS,47.384381,8.07955,2025-05-26 00:00:00,14.6,12.5,17.1,,,,5.7,24.1,1020,83
AG,Aarau,BUS,47.384381,8.07955,2025-05-27 00:00:00,15.3,11.5,18.8,,,,4.1,20.4,1022.2,142
AG,Aarau,BUS,47.384381,8.07955,2025-05-28 00:00:00,14,11.3,16.6,,,,7.5,29.6,1022.1,20
AG,Aarau,BUS,47.384381,8.07955,2025-05-29 00:00:00,16.3,11.8,22.3,,,,4.4,18.5,1024.2,197
AG,Aarau,BUS,47.384381,8.07955,2025-05-30 00:00:00,18.6,9.1,27.8,,,,2.1,13,1022.7,705
AG,Aarau,BUS,47.384381,8.07955,2025-05-31 00:00:00,21.1,12.5,29.7,,,,3.7,18.5,1019.3,546
AG,Aarau,BUS,47.384381,8.07955,2025-06-01 00:00:00,21.3,16.1,27.2,,,,6.5,29.6,1017,315
AG,Aarau,BUS,47.384381,8.07955,2025-06-02 00:00:00,17.1,15.5,18.7,,,,4.1,20.4,1017.6,1
AG,Aarau,BUS,47.384381,8.07955,2025-06-03 00:00:00,18,14.8,21.7,,,,3.9,22.2,1015.7,162
AG,Aarau,BUS,47.384381,8.07955,2025-06-04 00:00:00,16.2,14.4,19.8,,,,4.5,27.8,1012.9,51
AG,Aarau,BUS,47.384381,8.07955,2025-06-05 00:00:00,16.7,13.9,19.5,,,,5.3,24.1,1014.8,95
AG,Aarau,BUS,47.384381,8.07955,2025-06-06 00:00:00,18.7,15.2,22,,,,8.3,40.8,1014.9,147
AG,Aarau,BUS,47.384381,8.07955,2025-06-07 00:00:00,16.9,15.9,18.1,,,,5.6,25.9,1015.3,22
AG,Aarau,BUS,47.384381,8.07955,2025-06-08 00:00:00,16.5,14.2,18.9,,,,10.5,44.5,1018.1,251
AG,Aarau,BUS,47.384381,8.07955,2025-06-09 00:00:00,15.9,9.7,22.1,,,,3.5,18.5,1023.7,655
AG,Aarau,BUS,47.384381,8.07955,2025-06-10 00:00:00,17.3,9,25.1,,,,4.4,22.2,1020.1,555
AG,Aarau,BUS,47.384381,8.07955,2025-06-11 00:00:00,19.4,11.7,26.4,,,,3.6,18.5,1018.6,650
AG,Aarau,BUS,47.384381,8.07955,2025-06-12 00:00:00,21.1,13.1,29.6,,,,3.1,14.8,1016.2,672
AG,Aarau,BUS,47.384381,8.07955,2025-06-13 00:00:00,23.5,15.9,31.5,,,,3.3,16.7,1018.2,591
AG,Aarau,BUS,47.384381,8.07955,2025-06-14 00:00:00,24.9,18,31.7,,,,4.2,22.2,1018.4,509
AG,Aarau,BUS,47.384381,8.07955,2025-06-15 00:00:00,20.8,17.4,25.4,,,,5.3,38.9,1019.9,160
AG,Aarau,BUS,47.384381,8.07955,2025-06-16 00:00:00,18.7,16,22.9,,,,6.1,24.1,1025.4,296
AG,Aarau,BUS,47.384381,8.07955,2025-06-17 00:00:00,19.4,12.5,26.2,,,,6,27.8,1023.6,685
AG,Aarau,BUS,47.384381,8.07955,2025-06-18 00:00:00,20.4,12.8,27.8,,,,3.3,14.8,1022.2,654
AG,Aarau,BUS,47.384381,8.07955,2025-06-19 00:00:00,22.2,14.3,29.9,,,,4.5,24.1,1021,713
AG,Aarau,BUS,47.384381,8.07955,2025-06-20 00:00:00,22.9,16.1,29.7,,,,5.3,24.1,1020.6,672
AG,Aarau,BUS,47.384381,8.07955,2025-06-21 00:00:00,22.2,15.3,29.2,,,,3.5,18.5,1019.5,614
AG,Aarau,BUS,47.384381,8.07955,2025-06-22 00:00:00,24,14.3,32.7,,,,4.8,25.9,1018,690
AG,Aarau,BUS,47.384381,8.07955,2025-06-23 00:00:00,23.6,18.9,28.5,,,,8.6,40.8,1016,333
AG,Aarau,BUS,47.384381,8.07955,2025-06-24 00:00:00,23.3,16.6,29.6,,,,5.9,27.8,1016.6,648
AG,Aarau,BUS,47.384381,8.07955,2025-06-25 00:00:00,24,15.1,33.3,,,,3.4,20.4,1014.4,665
AG,Aarau,BUS,47.384381,8.07955,2025-06-26 00:00:00,22.1,18.1,25.5,,,,6.6,25.9,1016.6,232
AG,Aarau,BUS,47.384381,8.07955,2025-06-27 00:00:00,21.9,15.1,28.6,,,,4.5,20.4,1023.3,428
AG,Aarau,BUS,47.384381,8.07955,2025-06-28 00:00:00,24.3,16.7,31.6,,,,3.5,16.7,1024.4,795
AG,Aarau,BUS,47.384381,8.07955,2025-06-29 00:00:00,25.6,17,33.5,,,,3.9,22.2,1021.4,807
AG,Aarau,BUS,47.384381,8.07955,2025-06-30 00:00:00,25.8,19.2,32.3,,,,3.6,16.7,1017.3,647
AG,Aarau,BUS,47.384381,8.07955,2025-07-01 00:00:00,25.8,19.2,33,,,,3.9,18.5,1016.1,649
AG,Aarau,BUS,47.384381,8.07955,2025-07-02 00:00:00,26.3,18.7,34.1,,,,3.8,20.4,1015,753
AG,Aarau,BUS,47.384381,8.07955,2025-07-03 00:00:00,24.2,20.5,27.5,,,,5.2,24.1,1020,434
AG,Aarau,BUS,47.384381,8.07955,2025-07-04 00:00:00,22.8,18.5,28,,,,4.1,20.4,1023.4,598
AG,Aarau,BUS,47.384381,8.07955,2025-07-05 00:00:00,22.7,15.8,29.5,,,,5.3,25.9,1018,741
AG,Aarau,BUS,47.384381,8.07955,2025-07-06 00:00:00,19.6,15,23.9,,,,6,25.9,1012.7,222
AG,Aarau,BUS,47.384381,8.07955,2025-07-07 00:00:00,15.6,13.3,17.7,9.9,,,9.2,35.2,1009.3,38
AG,Aarau,BUS,47.384381,8.07955,2025-07-08 00:00:00,13.8,12,15.8,6.2,,,7.8,27.8,1015.6,63
AG,Aarau,BUS,47.384381,8.07955,2025-07-09 00:00:00,15.6,9.7,20.7,0,,,3.7,18.5,1021.8,472
AG,Aarau,BUS,47.384381,8.07955,2025-07-10 00:00:00,17.3,9.7,24.4,0,,,4,20.4,1021.2,742
AG,Aarau,BUS,47.384381,8.07955,2025-07-11 00:00:00,19.4,11.5,26,0,,,4.1,22.2,1017,650
AG,Aarau,BUS,47.384381,8.07955,2025-07-12 00:00:00,20.3,12.4,27.3,0,,,4.1,22.2,1012.9,778
AG,Aarau,BUS,47.384381,8.07955,2025-07-13 00:00:00,20.8,14.2,26.8,0,,,5.8,29.6,1012.1,545
AG,Aarau,BUS,47.384381,8.07955,2025-07-14 00:00:00,21.3,18.5,25.8,11.6,,,6.2,25.9,1018,252
AG,Aarau,BUS,47.384381,8.07955,2025-07-15 00:00:00,20.4,16.9,24.2,0,,,6.2,27.8,1019.6,252
AG,Aarau,BUS,47.384381,8.07955,2025-07-16 00:00:00,19,15.9,21.4,0.4,,,6.4,25.9,1018.8,34
AG,Aarau,BUS,47.384381,8.07955,2025-07-17 00:00:00,19.5,13.9,24.8,0.5,,,5.1,20.4,1017.4,589
AG,Aarau,BUS,47.384381,8.07955,2025-07-18 00:00:00,20,12.7,27.8,0,,,3.1,16.7,1014.4,723
AG,Aarau,BUS,47.384381,8.07955,2025-07-19 00:00:00,19.9,13.8,26.9,1.2,,,3.4,20.4,1010.4,351
AG,Aarau,BUS,47.384381,8.07955,2025-07-20 00:00:00,20.4,16.6,26,6.1,,,3.2,18.5,1007.9,235
AG,Aarau,BUS,47.384381,8.07955,2025-07-21 00:00:00,18.9,17,22.4,24.2,,,4.8,20.4,1009.1,184
AG,Aarau,BUS,47.384381,8.07955,2025-07-22 00:00:00,19.7,15.6,23.5,0.6,,,8.9,33.3,1014.3,439
AG,Aarau,BUS,47.384381,8.07955,2025-07-23 00:00:00,18.5,11.9,23.8,0,,,3.7,20.4,1014.8,489
AG,Aarau,BUS,47.384381,8.07955,2025-07-24 00:00:00,17.6,15.5,20.2,12.2,,,3.1,14.8,1013.8,95
AG,Aarau,BUS,47.384381,8.07955,2025-07-25 00:00:00,17,13.9,21.6,6.3,,,3,16.7,1016.3,156
AG,Aarau,BUS,47.384381,8.07955,2025-07-26 00:00:00,17.5,14.7,21.7,17.6,,,3.3,16.7,1016.2,82
AG,Aarau,BUS,47.384381,8.07955,2025-07-27 00:00:00,17.2,14.9,20.2,20.2,,,5.5,24.1,1015.4,81
AG,Aarau,BUS,47.384381,8.07955,2025-07-28 00:00:00,14.9,13.7,15.8,16.9,,,6.1,20.4,1016.1,6
AG,Aarau,BUS,47.384381,8.07955,2025-07-29 00:00:00,16.3,12.4,21,0.1,,,3.4,16.7,1019.7,328
AG,Aarau,BUS,47.384381,8.07955,2025-07-30 00:00:00,16.2,11.1,20.7,0.6,,,3.6,20.4,1019,231
AG,Aarau,BUS,47.384381,8.07955,2025-07-31 00:00:00,18.1,13.6,23,0,,,4.1,20.4,1018.5,257
AG,Aarau,BUS,47.384381,8.07955,2025-08-01 00:00:00,17.9,14.6,22.5,8.4,,,4.7,25.9,1014.5,221
AG,Aarau,BUS,47.384381,8.07955,2025-08-02 00:00:00,15.4,13.3,17.3,26.8,,,5.4,24.1,1014.9,56
AG,Aarau,BUS,47.384381,8.07955,2025-08-03 00:00:00,15.7,12.1,20.3,0,,,3.4,16.7,1020.6,112
AG,Aarau,BUS,47.384381,8.07955,2025-08-04 00:00:00,17.5,12.4,24.9,0,,,3.2,18.5,1022.3,200
